lp_mean,lp_std,lp_min,lp_max,lp_median,lp_q10,lp_q90,lp_skew,lp_kurtosis,ent_mean,ent_std,ent_min,ent_max,ent_median,ent_skew,rank_mean,rank_std,rank_median,rank_q90,rank_top1_frac,rank_top5_frac,rank_top10_frac,rank_top100_frac,top1p_mean,top1p_std,top5p_mean,top5p_std,lp_diff_mean,lp_diff_std,seq_length
-2.441,2.695,-11.4,-6.3e-06,-1.363,-6.26,-0.01337,-1.3330078125,1.140625,2.012,1.431,8.33e-05,8.0,1.926,0.48095703125,38.539062,186.14735,1.0,32.0,0.49609375,0.71484375,0.81640625,0.9453125,0.5444,0.292,0.792,0.2017,2.613,3.602,256
-2.295,2.518,-12.61,-1.8e-06,-1.403,-5.445,-0.04837,-1.49609375,2.08984375,2.057,1.333,1.967e-05,6.207,2.004,0.23974609375,19.09589,97.31495,1.0,25.0,0.49706457925636005,0.7436399217221135,0.8180039138943248,0.9628180039138943,0.5215,0.2874,0.7837,0.2028,2.354,3.357,511
-2.242,2.72,-16.14,-5.5e-06,-1.166,-6.06,-0.00709,-1.6162109375,2.6953125,1.883,1.533,7.343e-05,8.31,1.612,0.6171875,72.16243,768.7768,0.0,30.0,0.5146771037181996,0.7553816046966731,0.821917808219178,0.9471624266144814,0.582,0.3057,0.81,0.2117,2.484,3.498,511
-2.559,2.906,-16.38,-0.000125,-1.494,-7.086,-0.06256,-1.6259765625,2.76953125,2.068,1.337,0.00148,8.805,2.008,0.794921875,30.159374,143.16872,0.0,34.100006,0.503125,0.70625,0.81875,0.9375,0.5366,0.272,0.797,0.1843,2.914,4.11,320
-2.75,2.766,-11.305,-0.000626,-1.875,-7.875,-0.121,-1.2314453125,0.68359375,1.982,1.422,0.006413,8.53,1.735,2.0859375,53.54902,286.12836,1.0,51.0,0.4117647058823529,0.7254901960784313,0.7647058823529411,0.9607843137254902,0.507,0.2605,0.8164,0.207,2.697,3.553,51
-2.254,2.629,-13.02,-1.335e-05,-1.129,-6.27,-0.004784,-1.4248046875,1.55859375,1.917,1.41,0.000169,8.805,1.914,0.4794921875,27.961924,192.22011,0.0,32.599945,0.531062124248497,0.7314629258517034,0.811623246492986,0.9519038076152304,0.5557,0.2954,0.8047,0.1969,2.697,3.719,499
-2.053,2.568,-14.54,-2.4e-07,-0.9614,-6.242,-0.00303,-1.6640625,2.67578125,1.386,1.15,2.2e-06,7.848,1.223,0.9384765625,16.776909,105.61807,0.0,15.0,0.5362035225048923,0.8082191780821918,0.8806262230919765,0.974559686888454,0.639,0.2764,0.8833,0.1553,2.445,3.479,511
-1.786,2.273,-10.03,-9.9e-06,-0.791,-5.027,-0.002562,-1.6064453125,2.0546875,1.434,1.153,0.0001225,7.176,1.299,0.69140625,7.085492,35.67877,0.0,12.0,0.5880829015544041,0.8160621761658031,0.883419689119171,0.9896373056994818,0.64,0.2793,0.875,0.1445,2.139,3.125,386
-2.295,2.643,-17.19,-0.0002992,-1.444,-5.83,-0.04153,-1.9189453125,4.5703125,1.818,1.15,0.003124,5.723,1.799,0.294677734375,33.637966,260.5804,1.0,20.0,0.4794520547945205,0.7729941291585127,0.8512720156555773,0.9667318982387475,0.5493,0.274,0.8247,0.175,2.607,3.705,511
-2.764,2.996,-13.49,-1.526e-05,-1.698,-7.555,-0.0407,-1.419921875,1.59375,2.07,1.352,0.0002027,8.1,1.949,0.53271484375,44.21687,198.5851,1.0,56.999985,0.4538152610441767,0.714859437751004,0.7831325301204819,0.9156626506024096,0.5186,0.2783,0.7944,0.1943,3.193,4.24,249
-2.322,2.764,-15.08,-2.5e-06,-1.18,-6.145,-0.007736,-1.53515625,2.2890625,1.665,1.306,2.75e-05,7.18,1.529,0.7080078125,34.56129,275.41568,0.0,19.0,0.5129032258064516,0.7612903225806451,0.832258064516129,0.9741935483870968,0.5894,0.2964,0.8413,0.1835,2.766,3.824,310
-1.978,2.531,-14.82,-2.4e-06,-0.9805,-5.508,-0.0009646,-1.951171875,4.67578125,1.664,1.36,3.51e-05,5.582,1.519,0.5,23.32094,160.53252,0.0,19.0,0.5538160469667319,0.7964774951076321,0.8532289628180039,0.9647749510763209,0.5977,0.3044,0.8354,0.1907,2.336,3.393,511
-2.102,2.629,-14.34,-3.8e-06,-1.038,-5.848,-0.0194,-1.7294921875,2.8984375,1.5,1.145,5.13e-05,7.723,1.363,0.94482421875,19.68493,153.10262,0.0,17.0,0.5264187866927593,0.7808219178082192,0.863013698630137,0.9686888454011742,0.6123,0.2666,0.876,0.1556,2.541,3.592,511
-2.006,2.441,-11.82,-3e-06,-0.938,-5.605,-0.004818,-1.455078125,1.6328125,1.68,1.376,4.61e-05,8.805,1.489,0.830078125,15.129683,92.92117,0.0,16.399994,0.547550432276657,0.7752161383285303,0.8386167146974063,0.9654178674351584,0.6074,0.2905,0.8403,0.1825,2.17,3.107,347
-2.295,2.52,-12.71,-8.3e-07,-1.464,-5.94,-0.00315,-1.376953125,1.5078125,2.03,1.421,1.11e-05,8.0,2.064,0.24365234375,17.34004,94.13409,1.0,28.0,0.48893360160965793,0.738430583501006,0.8249496981891348,0.959758551307847,0.5376,0.2979,0.7876,0.2015,2.426,3.41,497
-2.371,2.76,-14.37,-7e-07,-1.3125,-6.57,-0.000949,-1.3515625,1.33203125,1.766,1.399,1.22e-05,5.535,1.669,0.399169921875,29.195694,206.3574,0.0,31.0,0.5048923679060665,0.7455968688845401,0.8062622309197651,0.9628180039138943,0.589,0.302,0.827,0.1903,2.828,3.863,511
-2.45,2.824,-14.72,-2.26e-06,-1.357,-6.61,-0.0096,-1.5771484375,2.40625,1.895,1.303,2.9e-05,5.434,1.843,0.2685546875,41.83105,301.1333,1.0,33.299988,0.4657534246575342,0.7442922374429224,0.8082191780821918,0.952054794520548,0.5474,0.2898,0.8135,0.1854,2.85,3.965,438
-1.192,1.917,-9.88,-6e-07,-0.281,-3.506,-0.000238,-2.341796875,5.6796875,1.112,1.197,1.08e-05,8.53,0.7637,1.4609375,4.925636,26.489199,0.0,5.0,0.7045009784735812,0.8943248532289628,0.9354207436399217,0.9882583170254403,0.71,0.2874,0.905,0.1582,1.582,2.566,511
-2.512,2.8,-13.586,-2.98e-05,-1.35,-6.723,-0.03006,-1.2783203125,0.955078125,2.012,1.355,0.0003462,8.805,2.105,0.6171875,42.17557,271.8808,1.0,39.899994,0.4961832061068702,0.7099236641221374,0.767175572519084,0.9312977099236641,0.5415,0.277,0.7983,0.1914,2.883,3.883,262
-1.989,2.473,-10.53,-6.7e-06,-0.935,-5.945,-0.002583,-1.423828125,1.18359375,1.626,1.326,9.38e-05,8.805,1.534,1.0341796875,16.538462,94.711174,0.0,30.399994,0.5464190981432361,0.7931034482758621,0.8461538461538461,0.9734748010610079,0.6206,0.282,0.852,0.1669,2.455,3.408,377
-2.65,2.736,-12.414,-0.0002143,-1.725,-6.367,-0.03342,-1.130859375,0.697265625,2.174,1.565,0.002377,8.805,2.105,0.61865234375,51.81852,321.41083,1.0,49.09999,0.44814814814814813,0.6925925925925925,0.774074074074074,0.9407407407407408,0.521,0.296,0.7705,0.225,2.78,3.674,270
-1.825,2.24,-15.01,-5.96e-06,-0.905,-5.047,-0.00522,-1.779296875,3.96875,1.575,1.268,8.21e-05,8.8,1.413,0.92578125,16.470589,170.46126,0.0,10.0,0.5626598465473146,0.8184143222506394,0.8900255754475703,0.9744245524296675,0.6157,0.282,0.8564,0.165,1.961,2.871,391
-2.303,2.73,-15.97,-1e-05,-1.202,-6.42,-0.005497,-1.4580078125,1.87109375,1.89,1.464,0.0001233,8.53,1.85,0.50244140625,47.260273,487.01706,0.0,32.0,0.5107632093933464,0.7475538160469667,0.8101761252446184,0.9393346379647749,0.575,0.3044,0.804,0.2046,2.826,3.867,511
-2.436,2.63,-13.734,-4.9e-06,-1.527,-6.363,-0.03186,-1.4150390625,1.67578125,2.016,1.329,6.48e-05,6.367,2.008,0.27294921875,22.585127,97.23903,1.0,28.0,0.4755381604696673,0.7455968688845401,0.8160469667318982,0.9569471624266145,0.5225,0.2874,0.792,0.1993,2.654,3.598,511
-1.952,2.41,-14.125,-1.56e-05,-1.071,-5.273,-0.007153,-1.7861328125,3.37109375,1.661,1.364,0.0002081,8.805,1.461,0.90087890625,29.097847,253.64497,0.0,17.0,0.5420743639921722,0.8003913894324853,0.8649706457925636,0.9686888454011742,0.5957,0.3005,0.84,0.1888,2.166,3.238,511
-1.421,2.414,-14.55,-3.78e-05,-0.2389,-4.445,-0.000616,-2.48046875,6.671875,1.034,1.119,0.0004556,8.53,0.755,1.5673828125,26.086105,316.0099,0.0,7.0,0.684931506849315,0.8747553816046967,0.9178082191780822,0.974559686888454,0.7393,0.266,0.9185,0.135,1.829,3.17,511
-2.441,2.832,-16.66,-3.09e-05,-1.434,-6.28,-0.00883,-1.7109375,3.65234375,2.08,1.619,0.0004177,6.34,1.844,0.60888671875,62.3953,460.9314,1.0,43.0,0.4911937377690802,0.7201565557729941,0.7984344422700587,0.9354207436399217,0.5405,0.3064,0.7817,0.2389,2.668,3.795,511
-2.062,2.514,-13.19,-2.5e-06,-0.929,-5.867,-0.001974,-1.5458984375,2.00390625,1.874,1.478,3.445e-05,8.37,1.633,0.64990234375,36.76908,395.6598,0.0,25.0,0.5538160469667319,0.7906066536203522,0.8473581213307241,0.9628180039138943,0.5884,0.2927,0.8184,0.1998,2.309,3.314,511
-1.896,2.27,-11.87,-2.5e-06,-1.166,-4.625,-0.00886,-1.8798828125,4.01953125,1.658,1.236,3.19e-05,6.453,1.579,0.6103515625,9.798995,43.21885,0.0,11.0,0.5301507537688442,0.8291457286432161,0.8944723618090452,0.9773869346733668,0.5986,0.2876,0.842,0.1735,2.186,3.076,398
-2.156,2.748,-15.055,-3.6e-07,-1.1455,-5.92,-0.00676,-1.7822265625,3.1015625,1.762,1.372,3.4e-06,7.48,1.702,0.4765625,44.47945,435.5087,0.0,22.0,0.5557729941291585,0.7886497064579256,0.8356164383561644,0.9530332681017613,0.59,0.3042,0.8257,0.1825,2.527,3.709,511
-1.821,2.307,-10.4,-1e-07,-0.7803,-5.254,-0.001175,-1.5,1.625,1.689,1.51,1e-07,8.805,1.48,0.92578125,9.107266,38.34995,0.0,17.199982,0.6055363321799307,0.8096885813148789,0.8477508650519031,0.9826989619377162,0.609,0.3088,0.8325,0.2,2.188,3.156,289
-1.849,2.512,-13.99,-2.86e-06,-0.8203,-5.305,-0.001178,-1.955078125,3.91796875,1.613,1.367,3.606e-05,5.594,1.348,0.57470703125,25.195694,176.31088,0.0,17.0,0.5870841487279843,0.8277886497064579,0.87279843444227,0.9686888454011742,0.6196,0.2983,0.8447,0.1821,2.217,3.242,511
-1.75,2.531,-13.484,-8.3e-07,-0.675,-5.105,-0.0003376,-2.03515625,4.25,1.336,1.233,9.7e-06,7.21,1.205,0.74267578125,19.494505,129.71518,0.0,12.699982,0.6071428571428571,0.8296703296703297,0.8818681318681318,0.9725274725274725,0.6616,0.2966,0.8794,0.1582,2.201,3.41,364
-1.877,2.475,-13.67,-2.74e-06,-0.714,-5.36,-0.001401,-1.7529296875,2.984375,1.51,1.467,3.844e-05,6.453,1.136,1.04296875,18.129158,92.58377,0.0,16.0,0.5792563600782779,0.8160469667318982,0.8708414872798435,0.9549902152641878,0.634,0.3108,0.853,0.2155,2.158,3.154,511
-2.02,2.54,-12.98,-1.43e-06,-0.979,-5.574,-0.002544,-1.5986328125,2.16796875,1.369,1.098,1.97e-05,4.367,1.229,0.470947265625,12.125245,72.583305,0.0,15.0,0.5303326810176126,0.786692759295499,0.8590998043052838,0.9667318982387475,0.6313,0.2869,0.883,0.1492,2.389,3.465,511
-1.864,2.48,-16.61,-1.204e-05,-0.843,-5.242,-0.001778,-2.134765625,5.796875,1.574,1.219,0.00016,5.13,1.487,0.4951171875,54.76908,852.1707,0.0,15.0,0.5733855185909981,0.8160469667318982,0.8767123287671232,0.9686888454011742,0.6143,0.2854,0.855,0.1655,2.295,3.473,511
-2.553,2.727,-15.23,-8e-06,-1.67,-6.316,-0.07355,-1.4599609375,1.921875,2.088,1.264,9.26e-05,7.906,2.027,0.418701171875,25.221134,118.71246,1.0,31.0,0.461839530332681,0.7240704500978473,0.7984344422700587,0.9432485322896281,0.5195,0.2673,0.7886,0.1886,2.893,3.887,511
-2.209,2.52,-12.74,-1.42e-05,-1.304,-5.723,-0.00653,-1.58203125,2.52734375,1.965,1.366,0.0001874,8.53,1.933,0.440673828125,17.246574,97.58783,0.0,20.0,0.5283757338551859,0.7632093933463796,0.8336594911937377,0.9706457925636007,0.555,0.2864,0.8003,0.1914,2.55,3.594,511
-2.145,2.697,-12.29,-8.3e-07,-0.981,-6.43,-0.003307,-1.5107421875,1.73828125,1.499,1.26,1.27e-05,8.29,1.25,1.0537109375,15.125851,61.512135,0.0,22.0,0.5306122448979592,0.782312925170068,0.8469387755102041,0.9659863945578231,0.6377,0.2822,0.8604,0.17,2.71,3.725,294
-2.164,2.615,-13.11,-7.75e-06,-1.284,-5.94,-0.002342,-1.671875,2.5859375,1.757,1.381,0.0001042,8.805,1.723,0.669921875,41.642033,241.43437,0.0,20.0,0.5150115473441108,0.7713625866050808,0.8545034642032333,0.9561200923787528,0.5776,0.2996,0.8267,0.1896,2.412,3.44,433
-2.23,2.787,-13.28,-9.06e-06,-1.04,-6.426,-0.004288,-1.5263671875,1.78125,1.57,1.235,0.0001205,6.406,1.371,0.6220703125,44.089287,316.92682,0.0,35.09999,0.525,0.7535714285714286,0.8214285714285714,0.9464285714285714,0.609,0.2903,0.8555,0.1687,2.654,3.773,280
-2.059,2.434,-10.43,-1.55e-06,-1.037,-5.85,-0.003391,-1.330078125,0.99609375,1.73,1.388,2.36e-05,8.805,1.643,0.60302734375,27.737349,327.53928,0.0,19.0,0.5542168674698795,0.763855421686747,0.8361445783132531,0.9686746987951808,0.5923,0.3035,0.824,0.1925,2.438,3.393,415
-2.389,2.516,-12.95,-1.025e-05,-1.541,-5.785,-0.05084,-1.4462890625,1.92578125,2.201,1.37,0.0001421,8.37,2.275,0.393798828125,23.431973,122.96125,1.0,30.699982,0.45918367346938777,0.7448979591836735,0.8129251700680272,0.9591836734693877,0.5005,0.2744,0.771,0.1995,2.37,3.334,294
-1.979,2.662,-16.19,-1.43e-06,-0.903,-5.75,-0.001245,-1.9384765625,4.16015625,1.407,1.247,2e-05,7.184,1.169,0.86328125,16.735811,124.05419,0.0,17.0,0.5499021526418787,0.7925636007827789,0.8571428571428571,0.9686888454011742,0.639,0.2915,0.877,0.1646,2.486,3.729,511
-2.035,2.287,-12.1,-1.75e-05,-1.148,-5.395,-0.03226,-1.4580078125,1.81640625,1.737,1.175,0.0002345,5.207,1.644,0.45751953125,11.499022,66.85946,0.0,17.0,0.5283757338551859,0.7749510763209393,0.8493150684931506,0.9804305283757339,0.5596,0.2725,0.8384,0.1772,2.285,3.217,511
-1.532,2.324,-13.945,-6e-07,-0.3704,-4.723,-0.0001721,-2.107421875,4.6796875,1.221,1.271,1.067e-05,8.53,0.8403,1.20703125,16.964775,172.3035,0.0,8.0,0.6301369863013698,0.8454011741682974,0.9119373776908023,0.9804305283757339,0.6997,0.2898,0.8926,0.1617,2.0,3.14,511
-2.28,2.71,-11.93,-6.7e-06,-1.154,-6.45,-0.003754,-1.37109375,1.12890625,2.027,1.643,8.57e-05,8.805,1.773,0.572265625,59.63961,569.1454,0.0,41.49994,0.5292207792207793,0.737012987012987,0.8116883116883117,0.9318181818181818,0.5557,0.3162,0.7837,0.2333,2.883,3.957,308
-2.195,2.76,-13.47,-1.323e-05,-1.044,-6.34,-0.002474,-1.4931640625,1.73046875,1.811,1.732,0.0001701,6.56,1.341,0.9111328125,55.258316,291.84888,0.0,35.0,0.5342465753424658,0.7729941291585127,0.8258317025440313,0.9275929549902152,0.613,0.315,0.82,0.2357,2.299,3.379,511
-2.182,2.709,-13.625,-3.85e-05,-0.99,-6.53,-0.01024,-1.5849609375,2.15234375,1.694,1.378,0.0005264,8.8,1.527,1.056640625,24.222221,118.11748,0.0,26.5,0.5462962962962963,0.7638888888888888,0.8333333333333334,0.9629629629629629,0.6,0.2869,0.8423,0.1804,2.596,3.61,216
-2.637,2.682,-13.39,-1.025e-05,-1.912,-6.598,-0.010284,-1.1826171875,0.900390625,2.26,1.597,0.0001223,6.527,2.268,0.204833984375,45.21722,300.89838,1.0,47.0,0.44422700587084146,0.6947162426614482,0.7808219178082192,0.9432485322896281,0.508,0.3088,0.7524,0.2301,2.602,3.55,511
-2.264,2.664,-13.016,-1.06e-05,-1.226,-6.105,-0.03035,-1.580078125,2.21484375,1.642,1.158,0.0001488,7.742,1.565,0.73046875,17.585127,105.729805,0.0,19.0,0.50293542074364,0.7690802348336595,0.8434442270058709,0.9686888454011742,0.587,0.2737,0.85,0.1658,2.66,3.75,511
-2.305,2.559,-12.34,-4.65e-06,-1.434,-5.465,-0.03528,-1.65234375,2.609375,1.941,1.221,4.745e-05,7.285,1.9375,0.333740234375,20.319885,121.81282,1.0,17.0,0.4812680115273775,0.760806916426513,0.8414985590778098,0.9567723342939481,0.531,0.27,0.807,0.1829,2.61,3.61,347
-2.021,2.637,-15.22,-1.67e-06,-0.8647,-5.754,-0.003529,-1.7783203125,3.1015625,1.152,1.023,1.89e-05,7.695,0.9785,1.4541015625,10.119373,48.732502,0.0,10.0,0.5342465753424658,0.8473581213307241,0.898238747553816,0.9686888454011742,0.6763,0.2625,0.918,0.1301,2.549,3.752,511
-1.949,2.48,-13.04,-7.03e-06,-0.7573,-5.63,-0.0007367,-1.4716796875,1.56640625,1.707,1.513,9.143e-05,8.09,1.396,0.712890625,14.170255,61.204548,0.0,21.0,0.5909980430528375,0.7788649706457925,0.8610567514677103,0.9647749510763209,0.6113,0.3115,0.8267,0.2103,2.387,3.389,511
-1.729,2.283,-15.73,-6e-07,-0.928,-4.383,-0.0005355,-2.310546875,7.25,1.496,1.206,7.57e-06,4.81,1.419,0.415283203125,18.636007,164.25056,0.0,8.0,0.5518590998043053,0.8317025440313112,0.9119373776908023,0.9765166340508806,0.6055,0.3015,0.8574,0.1675,1.949,2.865,511
-1.818,2.424,-10.64,-1.9e-06,-0.6777,-5.496,-0.001812,-1.580078125,1.76953125,1.408,1.298,2.67e-05,8.805,1.193,1.23828125,15.847701,103.11659,0.0,14.0,0.6063218390804598,0.8045977011494253,0.8735632183908046,0.9712643678160919,0.655,0.2874,0.875,0.1667,2.264,3.309,348
-2.432,2.59,-15.39,-3.445e-05,-1.606,-6.07,-0.04156,-1.4853515625,2.4296875,2.031,1.293,0.0004127,7.184,1.937,0.30908203125,21.39139,95.888504,1.0,29.0,0.461839530332681,0.7201565557729941,0.8238747553816047,0.9608610567514677,0.53,0.2783,0.793,0.1938,2.701,3.674,511
-2.508,2.92,-16.98,-6.44e-06,-1.54,-6.656,-0.00762,-1.65234375,2.82421875,2.096,1.563,8.73e-05,6.598,2.062,0.318603515625,87.894325,754.0833,1.0,46.0,0.4794520547945205,0.735812133072407,0.812133072407045,0.9275929549902152,0.539,0.3093,0.776,0.2194,2.684,3.795,511
-2.373,2.566,-11.305,-6.3e-06,-1.399,-6.41,-0.01256,-1.251953125,0.8671875,2.1,1.481,8.464e-05,8.805,2.16,0.4267578125,24.462006,119.73579,1.0,45.399963,0.48328267477203646,0.7264437689969605,0.8024316109422492,0.9544072948328267,0.5386,0.301,0.7773,0.2096,2.67,3.598,329
-1.768,2.445,-13.26,-5e-07,-0.5986,-5.65,-0.001001,-1.71875,2.625,1.635,1.627,3.5e-06,5.9,1.155,0.9775390625,17.640287,73.751144,0.0,20.299988,0.6294964028776978,0.8201438848920863,0.8597122302158273,0.9532374100719424,0.636,0.3215,0.8286,0.2391,2.13,3.14,278
-2.05,2.533,-15.11,-3.6e-07,-1.055,-5.477,-0.008446,-1.7939453125,3.609375,1.472,1.171,3.34e-06,7.953,1.274,0.88427734375,19.232876,171.83781,0.0,15.0,0.50293542074364,0.7964774951076321,0.8590998043052838,0.9706457925636007,0.622,0.2769,0.8716,0.1632,2.47,3.525,511
-2.229,2.656,-14.664,-1.097e-05,-1.199,-6.203,-0.00595,-1.4970703125,2.03515625,1.451,1.116,0.0001274,5.68,1.361,0.57568359375,16.009785,124.42138,1.0,19.0,0.49706457925636005,0.7553816046966731,0.8336594911937377,0.9706457925636007,0.625,0.2744,0.8804,0.1462,2.822,3.807,511
-2.197,2.611,-14.73,-1.17e-05,-1.268,-5.92,-0.004448,-1.607421875,2.39453125,1.915,1.3955,0.0001663,6.1,1.909,0.3125,33.043053,166.80083,0.0,30.0,0.5166340508806262,0.761252446183953,0.837573385518591,0.949119373776908,0.552,0.3005,0.8047,0.1969,2.38,3.432,511
-2.416,2.635,-13.53,-1.55e-05,-1.423,-6.06,-0.00943,-1.357421875,1.75390625,1.82,1.317,0.0001868,5.15,1.652,0.394287109375,27.201565,166.459,1.0,24.0,0.461839530332681,0.7240704500978473,0.8082191780821918,0.9667318982387475,0.5664,0.2837,0.823,0.1902,2.611,3.51,511
-2.363,2.805,-11.67,-1.276e-05,-1.274,-6.656,-0.00457,-1.400390625,1.16796875,1.909,1.467,0.0001591,8.805,1.875,0.5615234375,46.032726,222.47467,1.0,32.19998,0.48727272727272725,0.7345454545454545,0.8145454545454546,0.9309090909090909,0.563,0.3022,0.807,0.2001,2.916,4.03,275
-3.96,3.566,-16.34,-0.001671,-2.785,-8.59,-0.2085,-1.0576171875,0.74609375,2.873,1.696,0.0153,8.805,2.65,0.53662109375,131.8481,482.60324,3.0,303.19986,0.3037974683544304,0.5822784810126582,0.6455696202531646,0.8354430379746836,0.4202,0.276,0.6763,0.2462,3.46,4.47,79
-1.906,2.52,-12.81,-6e-07,-0.862,-5.76,-0.0004041,-1.6484375,2.28125,1.486,1.323,6.56e-06,8.53,1.235,0.79931640625,24.722113,227.51802,0.0,17.0,0.5694716242661448,0.8082191780821918,0.8571428571428571,0.9706457925636007,0.6455,0.2976,0.861,0.1736,2.484,3.572,511
-2.225,2.688,-12.94,-6e-07,-1.213,-6.082,-0.00626,-1.63671875,2.31640625,1.57,1.201,8.9e-06,5.84,1.357,0.60986328125,17.838264,82.32507,0.0,18.399994,0.514792899408284,0.7869822485207101,0.8619329388560157,0.9625246548323472,0.6,0.2803,0.8574,0.1722,2.666,3.775,507
-1.723,2.496,-15.81,-2.86e-06,-0.666,-5.207,-0.0007386,-2.193359375,5.5703125,1.375,1.258,3.994e-05,8.41,1.18,0.95458984375,27.524462,223.5408,0.0,12.0,0.5929549902152642,0.821917808219178,0.8786692759295499,0.9726027397260274,0.651,0.3,0.874,0.1652,2.082,3.285,511
-2.46,2.617,-14.25,-2.5e-06,-1.594,-6.223,-0.0465,-1.498046875,2.328125,2.02,1.285,2.956e-05,6.133,1.928,0.32568359375,27.41096,147.75287,1.0,27.0,0.4637964774951076,0.7240704500978473,0.8101761252446184,0.9608610567514677,0.526,0.2788,0.793,0.1946,2.56,3.578,511
-1.873,2.553,-14.086,-9.9e-06,-0.815,-5.207,-0.001802,-1.90625,3.7109375,1.615,1.393,0.0001364,5.77,1.3955,0.66357421875,35.855186,291.93512,0.0,16.0,0.5792563600782779,0.8003913894324853,0.8610567514677103,0.9471624266144814,0.616,0.303,0.846,0.1892,2.28,3.363,511
-1.423,2.355,-13.92,-1.3e-06,-0.1814,-4.63,-0.0001701,-2.17578125,4.9140625,1.192,1.454,1.615e-05,7.863,0.607,1.3759765625,13.753425,86.193,0.0,11.0,0.6888454011741683,0.8532289628180039,0.8943248532289628,0.9726027397260274,0.7173,0.3113,0.8813,0.2035,1.814,2.94,511
-2.006,2.701,-15.66,-2.4e-06,-0.957,-5.71,-0.000996,-1.9189453125,3.8828125,1.549,1.407,2.766e-05,6.402,1.184,0.75830078125,31.894325,171.68954,0.0,21.0,0.5518590998043053,0.7847358121330724,0.8532289628180039,0.9393346379647749,0.622,0.317,0.843,0.1957,2.354,3.514,511
